"rt" "key_press" "correct_response" "correct" "condition" "stim_color" "stim_word" "session" "subj" "stim" "rtoutlier"
1021 82 82 "true" "incongruent" "red" "blue" "1" 33 "A" NA
652 82 82 "true" "congruent" "red" "red" "1" 33 "A" NA
825 71 71 "true" "incongruent" "green" "red" "1" 33 "A" NA
736 82 82 "true" "congruent" "red" "red" "1" 33 "A" NA
805 71 71 "true" "congruent" "green" "green" "1" 33 "A" NA
971 71 71 "true" "incongruent" "green" "red" "1" 33 "A" NA
1016 66 66 "true" "incongruent" "blue" "red" "1" 33 "A" NA
903 71 71 "true" "congruent" "green" "green" "1" 33 "A" NA
749 71 71 "true" "congruent" "green" "green" "1" 33 "A" NA
811 71 71 "true" "congruent" "green" "green" "1" 33 "A" NA
643 82 82 "true" "congruent" "red" "red" "1" 33 "A" NA
965 71 71 "true" "incongruent" "green" "blue" "1" 33 "A" NA
1147 82 82 "true" "incongruent" "red" "green" "1" 33 "A" NA
813 66 66 "true" "congruent" "blue" "blue" "1" 33 "A" NA
595 82 82 "true" "congruent" "red" "red" "1" 33 "A" NA
731 71 71 "true" "congruent" "green" "green" "1" 33 "A" NA
945 71 71 "true" "incongruent" "green" "blue" "1" 33 "A" NA
767 66 66 "true" "incongruent" "blue" "green" "1" 33 "A" NA
902 71 71 "true" "incongruent" "green" "red" "1" 33 "A" NA
762 82 82 "true" "incongruent" "red" "blue" "1" 33 "A" NA
609 82 82 "true" "incongruent" "red" "blue" "1" 33 "A" NA
618 82 82 "true" "congruent" "red" "red" "1" 33 "A" NA
683 82 82 "true" "incongruent" "red" "blue" "1" 33 "A" NA
672 82 82 "true" "incongruent" "red" "green" "1" 33 "A" NA
661 66 66 "true" "congruent" "blue" "blue" "1" 33 "A" NA
644 66 66 "true" "congruent" "blue" "blue" "1" 33 "A" NA
765 82 66 "false" "incongruent" "blue" "red" "2" 33 "S" NA
687 71 71 "true" "congruent" "green" "green" "2" 33 "S" NA
974 66 66 "true" "incongruent" "blue" "green" "2" 33 "S" NA
749 71 71 "true" "incongruent" "green" "red" "2" 33 "S" NA
708 66 66 "true" "congruent" "blue" "blue" "2" 33 "S" NA
738 66 66 "true" "incongruent" "blue" "red" "2" 33 "S" NA
575 82 82 "true" "congruent" "red" "red" "2" 33 "S" NA
563 66 66 "true" "congruent" "blue" "blue" "2" 33 "S" NA
666 82 82 "true" "incongruent" "red" "blue" "2" 33 "S" NA
640 82 82 "true" "incongruent" "red" "blue" "2" 33 "S" NA
710 66 66 "true" "incongruent" "blue" "green" "2" 33 "S" NA
732 66 66 "true" "incongruent" "blue" "green" "2" 33 "S" NA
792 71 71 "true" "congruent" "green" "green" "2" 33 "S" NA
616 66 66 "true" "congruent" "blue" "blue" "2" 33 "S" NA
718 66 66 "true" "congruent" "blue" "blue" "2" 33 "S" NA
456 66 66 "true" "congruent" "blue" "blue" "2" 33 "S" NA
894 66 66 "true" "incongruent" "blue" "red" "2" 33 "S" NA
557 66 66 "true" "congruent" "blue" "blue" "2" 33 "S" NA
760 71 71 "true" "incongruent" "green" "red" "2" 33 "S" NA
625 71 71 "true" "congruent" "green" "green" "2" 33 "S" NA
689 82 82 "true" "incongruent" "red" "green" "2" 33 "S" NA
609 66 66 "true" "incongruent" "blue" "green" "2" 33 "S" NA
632 66 66 "true" "congruent" "blue" "blue" "2" 33 "S" NA
771 71 71 "true" "incongruent" "green" "red" "2" 33 "S" NA
648 82 82 "true" "congruent" "red" "red" "2" 33 "S" NA
722 82 82 "true" "incongruent" "red" "blue" "2" 33 "S" NA
652 66 66 "true" "congruent" "blue" "blue" "2" 33 "S" NA
646 71 71 "true" "incongruent" "green" "blue" "2" 33 "S" NA
813 66 66 "true" "incongruent" "blue" "red" "2" 33 "S" NA
1333 66 66 "true" "congruent" "blue" "blue" "2" 33 "S" TRUE
498 66 66 "true" "congruent" "blue" "blue" "2" 33 "S" NA
626 71 71 "true" "incongruent" "green" "blue" "2" 33 "S" NA
751 71 71 "true" "incongruent" "green" "blue" "2" 33 "S" NA
570 71 71 "true" "congruent" "green" "green" "2" 33 "S" NA
511 66 66 "true" "congruent" "blue" "blue" "2" 33 "S" NA
695 71 71 "true" "incongruent" "green" "red" "2" 33 "S" NA
582 82 82 "true" "incongruent" "red" "blue" "2" 33 "S" NA
595 71 71 "true" "incongruent" "green" "red" "2" 33 "S" NA
680 82 66 "false" "incongruent" "blue" "red" "2" 33 "S" NA
751 66 66 "true" "congruent" "blue" "blue" "2" 33 "S" NA
597 71 71 "true" "congruent" "green" "green" "2" 33 "S" NA
859 71 71 "true" "incongruent" "green" "red" "2" 33 "S" NA
672 71 71 "true" "congruent" "green" "green" "2" 33 "S" NA
684 82 82 "true" "incongruent" "red" "green" "2" 33 "S" NA
755 82 82 "true" "incongruent" "red" "blue" "2" 33 "S" NA
706 82 82 "true" "incongruent" "red" "green" "2" 33 "S" NA
582 82 82 "true" "incongruent" "red" "green" "2" 33 "S" NA
662 82 82 "true" "incongruent" "red" "green" "2" 33 "S" NA
916 71 71 "true" "congruent" "green" "green" "2" 33 "S" NA
737 82 82 "true" "congruent" "red" "red" "2" 33 "S" NA
845 71 71 "true" "incongruent" "green" "red" "2" 33 "S" NA
683 71 71 "true" "congruent" "green" "green" "2" 33 "S" NA
763 71 71 "true" "incongruent" "green" "blue" "2" 33 "S" NA
649 71 71 "true" "congruent" "green" "green" "2" 33 "S" NA
614 82 82 "true" "incongruent" "red" "blue" "2" 33 "S" NA
701 82 82 "true" "incongruent" "red" "green" "2" 33 "S" NA
716 71 71 "true" "congruent" "green" "green" "2" 33 "S" NA
729 82 82 "true" "congruent" "red" "red" "2" 33 "S" NA
608 82 82 "true" "congruent" "red" "red" "2" 33 "S" NA
674 66 66 "true" "congruent" "blue" "blue" "2" 33 "S" NA
702 82 82 "true" "congruent" "red" "red" "2" 33 "S" NA
885 82 82 "true" "incongruent" "red" "green" "2" 33 "S" NA
987 71 71 "true" "incongruent" "green" "blue" "2" 33 "S" NA
777 82 82 "true" "incongruent" "red" "green" "2" 33 "S" NA
1071 71 71 "true" "incongruent" "green" "red" "2" 33 "S" NA
665 66 66 "true" "congruent" "blue" "blue" "2" 33 "S" NA
618 71 71 "true" "congruent" "green" "green" "2" 33 "S" NA
897 66 66 "true" "incongruent" "blue" "red" "2" 33 "S" NA
783 71 71 "true" "incongruent" "green" "blue" "2" 33 "S" NA
838 71 71 "true" "incongruent" "green" "blue" "2" 33 "S" NA
548 82 82 "true" "congruent" "red" "red" "2" 33 "S" NA
854 82 82 "true" "congruent" "red" "red" "2" 33 "S" NA
574 82 82 "true" "congruent" "red" "red" "2" 33 "S" NA
611 82 82 "true" "congruent" "red" "red" "2" 33 "S" NA
866 66 66 "true" "incongruent" "blue" "green" "2" 33 "S" NA
601 82 82 "true" "incongruent" "red" "blue" "2" 33 "S" NA
641 71 71 "true" "congruent" "green" "green" "2" 33 "S" NA
544 71 71 "true" "congruent" "green" "green" "2" 33 "S" NA
821 66 66 "true" "incongruent" "blue" "green" "2" 33 "S" NA
787 66 66 "true" "incongruent" "blue" "red" "2" 33 "S" NA
546 82 82 "true" "congruent" "red" "red" "2" 33 "S" NA
863 82 82 "true" "incongruent" "red" "blue" "2" 33 "S" NA
671 82 82 "true" "congruent" "red" "red" "2" 33 "S" NA
680 82 82 "true" "congruent" "red" "red" "2" 33 "S" NA
617 82 82 "true" "congruent" "red" "red" "2" 33 "S" NA
709 71 71 "true" "congruent" "green" "green" "2" 33 "S" NA
512 66 66 "true" "congruent" "blue" "blue" "2" 33 "S" NA
768 71 71 "true" "congruent" "green" "green" "2" 33 "S" NA
998 66 66 "true" "incongruent" "blue" "green" "2" 33 "S" NA
648 66 66 "true" "incongruent" "blue" "green" "2" 33 "S" NA
888 71 71 "true" "incongruent" "green" "blue" "2" 33 "S" NA
581 82 82 "true" "congruent" "red" "red" "2" 33 "S" NA
604 66 66 "true" "congruent" "blue" "blue" "2" 33 "S" NA
605 82 82 "true" "congruent" "red" "red" "2" 33 "S" NA
691 71 71 "true" "congruent" "green" "green" "2" 33 "S" NA
836 66 66 "true" "incongruent" "blue" "red" "2" 33 "S" NA
781 71 71 "TRUE" "congruent" "green" "green" "1" 34 "S" NA
876 66 66 "TRUE" "congruent" "blue" "blue" "1" 34 "S" NA
691 82 82 "TRUE" "congruent" "red" "red" "1" 34 "S" NA
933 66 66 "TRUE" "incongruent" "blue" "green" "1" 34 "S" NA
628 71 71 "TRUE" "congruent" "green" "green" "1" 34 "S" NA
807 66 66 "TRUE" "incongruent" "blue" "green" "1" 34 "S" NA
766 82 82 "TRUE" "congruent" "red" "red" "1" 34 "S" NA
1099 66 66 "TRUE" "incongruent" "blue" "red" "1" 34 "S" NA
730 66 66 "TRUE" "incongruent" "blue" "red" "1" 34 "S" NA
677 66 66 "TRUE" "incongruent" "blue" "green" "1" 34 "S" NA
633 66 66 "TRUE" "incongruent" "blue" "red" "1" 34 "S" NA
967 82 82 "TRUE" "congruent" "red" "red" "1" 34 "S" NA
774 66 66 "TRUE" "incongruent" "blue" "green" "1" 34 "S" NA
650 71 71 "TRUE" "congruent" "green" "green" "1" 34 "S" NA
713 66 66 "TRUE" "congruent" "blue" "blue" "1" 34 "S" NA
774 71 71 "TRUE" "congruent" "green" "green" "1" 34 "S" NA
669 71 71 "TRUE" "congruent" "green" "green" "1" 34 "S" NA
479 82 82 "TRUE" "congruent" "red" "red" "1" 34 "S" NA
838 71 71 "TRUE" "incongruent" "green" "blue" "1" 34 "S" NA
844 71 71 "TRUE" "incongruent" "green" "red" "1" 34 "S" NA
799 71 71 "TRUE" "congruent" "green" "green" "1" 34 "S" NA
794 66 66 "TRUE" "incongruent" "blue" "green" "1" 34 "S" NA
746 71 71 "TRUE" "incongruent" "green" "red" "1" 34 "S" NA
816 66 66 "TRUE" "incongruent" "blue" "red" "1" 34 "S" NA
724 71 71 "TRUE" "congruent" "green" "green" "1" 34 "S" NA
1072 66 71 "FALSE" "congruent" "green" "green" "1" 34 "S" NA
-1 -1 82 "FALSE" "incongruent" "red" "blue" "1" 34 "S" TRUE
730 82 82 "TRUE" "incongruent" "red" "blue" "1" 34 "S" NA
866 71 71 "TRUE" "incongruent" "green" "red" "1" 34 "S" NA
1271 66 66 "TRUE" "congruent" "blue" "blue" "1" 34 "S" NA
702 82 82 "TRUE" "congruent" "red" "red" "1" 34 "S" NA
784 82 82 "TRUE" "incongruent" "red" "green" "1" 34 "S" NA
940 71 71 "TRUE" "congruent" "green" "green" "1" 34 "S" NA
751 71 71 "TRUE" "incongruent" "green" "red" "1" 34 "S" NA
1176 66 66 "TRUE" "congruent" "blue" "blue" "1" 34 "S" NA
611 66 66 "TRUE" "incongruent" "blue" "red" "1" 34 "S" NA
800 82 82 "TRUE" "congruent" "red" "red" "1" 34 "S" NA
617 82 82 "TRUE" "congruent" "red" "red" "1" 34 "S" NA
727 71 71 "TRUE" "incongruent" "green" "blue" "1" 34 "S" NA
835 82 82 "TRUE" "congruent" "red" "red" "1" 34 "S" NA
783 71 71 "TRUE" "congruent" "green" "green" "1" 34 "S" NA
819 82 82 "TRUE" "congruent" "red" "red" "1" 34 "S" NA
806 71 71 "TRUE" "incongruent" "green" "red" "1" 34 "S" NA
1140 66 66 "TRUE" "congruent" "blue" "blue" "1" 34 "S" NA
1370 71 71 "TRUE" "incongruent" "green" "red" "1" 34 "S" TRUE
745 82 82 "TRUE" "incongruent" "red" "green" "1" 34 "S" NA
731 66 66 "TRUE" "congruent" "blue" "blue" "1" 34 "S" NA
900 71 71 "TRUE" "congruent" "green" "green" "1" 34 "S" NA
1126 82 82 "TRUE" "incongruent" "red" "blue" "1" 34 "S" NA
941 71 71 "TRUE" "congruent" "green" "green" "1" 34 "S" NA
643 66 66 "TRUE" "congruent" "blue" "blue" "1" 34 "S" NA
709 71 71 "TRUE" "congruent" "green" "green" "1" 34 "S" NA
680 82 82 "TRUE" "congruent" "red" "red" "1" 34 "S" NA
716 82 82 "TRUE" "congruent" "red" "red" "1" 34 "S" NA
676 66 66 "TRUE" "incongruent" "blue" "green" "1" 34 "S" NA
843 71 71 "TRUE" "incongruent" "green" "blue" "1" 34 "S" NA
852 82 82 "TRUE" "incongruent" "red" "green" "1" 34 "S" NA
720 66 66 "TRUE" "incongruent" "blue" "red" "1" 34 "S" NA
500 71 71 "TRUE" "congruent" "green" "green" "1" 34 "S" NA
828 82 82 "TRUE" "incongruent" "red" "blue" "1" 34 "S" NA
682 71 71 "TRUE" "incongruent" "green" "blue" "1" 34 "S" NA
753 66 66 "TRUE" "congruent" "blue" "blue" "1" 34 "S" NA
1064 82 82 "TRUE" "incongruent" "red" "blue" "1" 34 "S" NA
510 71 71 "TRUE" "incongruent" "green" "blue" "1" 34 "S" NA
690 71 71 "TRUE" "congruent" "green" "green" "1" 34 "S" NA
837 82 82 "TRUE" "incongruent" "red" "green" "1" 34 "S" NA
1035 82 82 "TRUE" "congruent" "red" "red" "1" 34 "S" NA
657 66 66 "TRUE" "congruent" "blue" "blue" "1" 34 "S" NA
849 66 66 "TRUE" "congruent" "blue" "blue" "1" 34 "S" NA
703 82 82 "TRUE" "incongruent" "red" "blue" "1" 34 "S" NA
935 82 82 "TRUE" "congruent" "red" "red" "1" 34 "S" NA
733 82 82 "TRUE" "congruent" "red" "red" "1" 34 "S" NA
1067 66 66 "TRUE" "congruent" "blue" "blue" "1" 34 "S" NA
756 82 82 "TRUE" "congruent" "red" "red" "1" 34 "S" NA
734 66 66 "TRUE" "congruent" "blue" "blue" "1" 34 "S" NA
1484 66 66 "TRUE" "incongruent" "blue" "green" "1" 34 "S" TRUE
986 71 71 "TRUE" "incongruent" "green" "red" "1" 34 "S" NA
943 66 66 "TRUE" "congruent" "blue" "blue" "1" 34 "S" NA
950 82 82 "TRUE" "incongruent" "red" "green" "1" 34 "S" NA
756 66 66 "TRUE" "incongruent" "blue" "red" "1" 34 "S" NA
838 66 66 "TRUE" "incongruent" "blue" "green" "1" 34 "S" NA
1170 71 71 "TRUE" "incongruent" "green" "blue" "1" 34 "S" NA
819 82 82 "TRUE" "congruent" "red" "red" "1" 34 "S" NA
876 82 82 "TRUE" "incongruent" "red" "green" "1" 34 "S" NA
952 82 82 "TRUE" "incongruent" "red" "green" "1" 34 "S" NA
638 71 71 "TRUE" "incongruent" "green" "red" "1" 34 "S" NA
855 82 82 "TRUE" "incongruent" "red" "blue" "1" 34 "S" NA
1074 66 66 "TRUE" "congruent" "blue" "blue" "1" 34 "S" NA
758 66 66 "TRUE" "congruent" "blue" "blue" "1" 34 "S" NA
661 66 66 "TRUE" "congruent" "blue" "blue" "1" 34 "S" NA
824 82 82 "TRUE" "incongruent" "red" "blue" "1" 34 "S" NA
1048 82 82 "TRUE" "incongruent" "red" "green" "1" 34 "S" NA
797 71 71 "TRUE" "incongruent" "green" "blue" "1" 34 "S" NA
883 71 71 "TRUE" "incongruent" "green" "blue" "1" 34 "S" NA
1363 66 66 "TRUE" "incongruent" "blue" "red" "1" 34 "S" TRUE
828 71 71 "TRUE" "congruent" "green" "green" "1" 34 "S" NA
661 82 82 "TRUE" "incongruent" "red" "green" "2" 34 "A" NA
656 82 82 "TRUE" "incongruent" "red" "blue" "2" 34 "A" NA
760 66 66 "TRUE" "congruent" "blue" "blue" "2" 34 "A" NA
788 82 82 "TRUE" "incongruent" "red" "blue" "2" 34 "A" NA
587 82 82 "TRUE" "incongruent" "red" "blue" "2" 34 "A" NA
770 82 82 "TRUE" "incongruent" "red" "green" "2" 34 "A" NA
716 71 71 "TRUE" "incongruent" "green" "red" "2" 34 "A" NA
683 71 71 "TRUE" "incongruent" "green" "blue" "2" 34 "A" NA
641 71 71 "TRUE" "incongruent" "green" "red" "2" 34 "A" NA
815 82 82 "TRUE" "congruent" "red" "red" "2" 34 "A" NA
652 71 71 "TRUE" "incongruent" "green" "blue" "2" 34 "A" NA
641 71 71 "TRUE" "incongruent" "green" "red" "2" 34 "A" NA
768 66 66 "TRUE" "incongruent" "blue" "green" "2" 34 "A" NA
640 82 82 "TRUE" "congruent" "red" "red" "2" 34 "A" NA
770 66 66 "TRUE" "congruent" "blue" "blue" "2" 34 "A" NA
730 66 66 "TRUE" "incongruent" "blue" "red" "2" 34 "A" NA
734 66 66 "TRUE" "congruent" "blue" "blue" "2" 34 "A" NA
689 71 71 "TRUE" "incongruent" "green" "blue" "2" 34 "A" NA
750 66 66 "TRUE" "incongruent" "blue" "red" "2" 34 "A" NA
653 71 71 "TRUE" "congruent" "green" "green" "2" 34 "A" NA
961 66 66 "TRUE" "incongruent" "blue" "red" "2" 34 "A" NA
641 71 71 "TRUE" "congruent" "green" "green" "2" 34 "A" NA
759 82 82 "TRUE" "incongruent" "red" "green" "2" 34 "A" NA
805 66 66 "TRUE" "congruent" "blue" "blue" "2" 34 "A" NA
807 82 82 "TRUE" "incongruent" "red" "green" "2" 34 "A" NA
899 82 82 "TRUE" "incongruent" "red" "green" "2" 34 "A" NA
883 66 66 "TRUE" "congruent" "blue" "blue" "2" 34 "A" NA
817 82 82 "TRUE" "incongruent" "red" "green" "2" 34 "A" NA
790 66 66 "TRUE" "congruent" "blue" "blue" "2" 34 "A" NA
733 66 66 "TRUE" "congruent" "blue" "blue" "2" 34 "A" NA
650 66 66 "TRUE" "congruent" "blue" "blue" "2" 34 "A" NA
798 82 82 "TRUE" "congruent" "red" "red" "2" 34 "A" NA
734 82 82 "TRUE" "congruent" "red" "red" "2" 34 "A" NA
668 71 71 "TRUE" "congruent" "green" "green" "2" 34 "A" NA
658 71 71 "TRUE" "congruent" "green" "green" "2" 34 "A" NA
800 66 66 "TRUE" "congruent" "blue" "blue" "2" 34 "A" NA
767 82 82 "TRUE" "congruent" "red" "red" "2" 34 "A" NA
861 82 82 "TRUE" "congruent" "red" "red" "2" 34 "A" NA
786 82 82 "TRUE" "congruent" "red" "red" "2" 34 "A" NA
1042 66 66 "TRUE" "congruent" "blue" "blue" "2" 34 "A" NA
762 82 82 "TRUE" "congruent" "red" "red" "2" 34 "A" NA
780 71 71 "TRUE" "congruent" "green" "green" "2" 34 "A" NA
751 71 71 "TRUE" "congruent" "green" "green" "2" 34 "A" NA
692 71 71 "TRUE" "congruent" "green" "green" "2" 34 "A" NA
727 66 66 "TRUE" "congruent" "blue" "blue" "2" 34 "A" NA
727 71 71 "TRUE" "congruent" "green" "green" "2" 34 "A" NA
915 66 66 "TRUE" "incongruent" "blue" "green" "2" 34 "A" NA
713 71 71 "TRUE" "congruent" "green" "green" "2" 34 "A" NA
848 66 66 "TRUE" "incongruent" "blue" "red" "2" 34 "A" NA
728 71 71 "TRUE" "congruent" "green" "green" "2" 34 "A" NA
1131 71 71 "TRUE" "incongruent" "green" "red" "2" 34 "A" NA
819 66 66 "TRUE" "incongruent" "blue" "green" "2" 34 "A" NA
1360 66 66 "TRUE" "congruent" "blue" "blue" "2" 34 "A" TRUE
891 82 82 "TRUE" "incongruent" "red" "blue" "2" 34 "A" NA
774 82 82 "TRUE" "incongruent" "red" "green" "2" 34 "A" NA
695 66 66 "TRUE" "congruent" "blue" "blue" "2" 34 "A" NA
811 82 82 "TRUE" "incongruent" "red" "blue" "2" 34 "A" NA
778 66 66 "TRUE" "incongruent" "blue" "red" "2" 34 "A" NA
675 66 66 "TRUE" "incongruent" "blue" "red" "2" 34 "A" NA
748 71 71 "TRUE" "incongruent" "green" "blue" "2" 34 "A" NA
702 71 71 "TRUE" "incongruent" "green" "red" "2" 34 "A" NA
960 66 66 "TRUE" "incongruent" "blue" "green" "2" 34 "A" NA
733 82 82 "TRUE" "congruent" "red" "red" "2" 34 "A" NA
845 66 66 "TRUE" "incongruent" "blue" "green" "2" 34 "A" NA
808 71 71 "TRUE" "incongruent" "green" "blue" "2" 34 "A" NA
640 71 71 "TRUE" "incongruent" "green" "blue" "2" 34 "A" NA
877 66 66 "TRUE" "incongruent" "blue" "red" "2" 34 "A" NA
780 82 82 "TRUE" "congruent" "red" "red" "2" 34 "A" NA
888 82 82 "TRUE" "congruent" "red" "red" "2" 34 "A" NA
711 71 71 "TRUE" "incongruent" "green" "red" "2" 34 "A" NA
685 66 66 "TRUE" "congruent" "blue" "blue" "2" 34 "A" NA
1004 82 82 "TRUE" "incongruent" "red" "green" "2" 34 "A" NA
740 82 82 "TRUE" "congruent" "red" "red" "2" 34 "A" NA
947 82 82 "TRUE" "congruent" "red" "red" "2" 34 "A" NA
717 82 82 "TRUE" "incongruent" "red" "blue" "2" 34 "A" NA
708 71 71 "TRUE" "congruent" "green" "green" "2" 34 "A" NA
882 82 82 "TRUE" "congruent" "red" "red" "2" 34 "A" NA
756 66 66 "TRUE" "incongruent" "blue" "red" "2" 34 "A" NA
764 71 71 "TRUE" "incongruent" "green" "red" "2" 34 "A" NA
818 71 71 "TRUE" "incongruent" "green" "blue" "2" 34 "A" NA
857 66 66 "TRUE" "incongruent" "blue" "green" "2" 34 "A" NA
694 71 71 "TRUE" "incongruent" "green" "blue" "2" 34 "A" NA
876 66 66 "TRUE" "congruent" "blue" "blue" "2" 34 "A" NA
739 66 66 "TRUE" "congruent" "blue" "blue" "2" 34 "A" NA
798 71 71 "TRUE" "congruent" "green" "green" "2" 34 "A" NA
666 71 71 "TRUE" "congruent" "green" "green" "2" 34 "A" NA
757 66 66 "TRUE" "incongruent" "blue" "green" "2" 34 "A" NA
813 66 66 "TRUE" "incongruent" "blue" "green" "2" 34 "A" NA
772 82 82 "TRUE" "incongruent" "red" "blue" "2" 34 "A" NA
792 82 82 "TRUE" "congruent" "red" "red" "2" 34 "A" NA
852 71 71 "TRUE" "congruent" "green" "green" "2" 34 "A" NA
919 82 82 "TRUE" "incongruent" "red" "blue" "2" 34 "A" NA
788 82 82 "TRUE" "congruent" "red" "red" "2" 34 "A" NA
819 71 71 "TRUE" "congruent" "green" "green" "2" 34 "A" NA
831 71 71 "TRUE" "incongruent" "green" "red" "2" 34 "A" NA
935 71 71 "TRUE" "congruent" "green" "green" "2" 34 "A" NA
594 82 82 "TRUE" "congruent" "red" "red" "1" 4 "S" NA
494 66 66 "TRUE" "incongruent" "blue" "red" "1" 4 "S" NA
628 66 66 "TRUE" "congruent" "blue" "blue" "1" 4 "S" NA
560 66 66 "TRUE" "congruent" "blue" "blue" "1" 4 "S" NA
639 71 71 "TRUE" "congruent" "green" "green" "1" 4 "S" NA
549 66 66 "TRUE" "congruent" "blue" "blue" "1" 4 "S" NA
724 71 71 "TRUE" "congruent" "green" "green" "1" 4 "S" NA
718 66 66 "TRUE" "incongruent" "blue" "red" "1" 4 "S" NA
476 66 66 "TRUE" "incongruent" "blue" "green" "1" 4 "S" NA
831 71 82 "FALSE" "congruent" "red" "red" "1" 4 "S" NA
471 66 66 "TRUE" "congruent" "blue" "blue" "1" 4 "S" NA
674 66 66 "TRUE" "congruent" "blue" "blue" "1" 4 "S" NA
613 71 71 "TRUE" "congruent" "green" "green" "1" 4 "S" NA
529 82 82 "TRUE" "congruent" "red" "red" "1" 4 "S" NA
620 71 71 "TRUE" "incongruent" "green" "blue" "1" 4 "S" NA
618 66 66 "TRUE" "congruent" "blue" "blue" "1" 4 "S" NA
488 82 82 "TRUE" "congruent" "red" "red" "1" 4 "S" NA
529 71 82 "FALSE" "incongruent" "red" "blue" "1" 4 "S" NA
832 71 71 "TRUE" "incongruent" "green" "blue" "1" 4 "S" NA
382 66 66 "TRUE" "incongruent" "blue" "green" "1" 4 "S" NA
667 71 71 "TRUE" "incongruent" "green" "red" "1" 4 "S" NA
749 71 71 "TRUE" "congruent" "green" "green" "1" 4 "S" NA
399 66 66 "TRUE" "congruent" "blue" "blue" "1" 4 "S" NA
669 82 82 "TRUE" "incongruent" "red" "green" "1" 4 "S" NA
495 66 66 "TRUE" "congruent" "blue" "blue" "1" 4 "S" NA
478 71 71 "TRUE" "congruent" "green" "green" "1" 4 "S" NA
489 66 66 "TRUE" "incongruent" "blue" "green" "1" 4 "S" NA
659 71 82 "FALSE" "incongruent" "red" "green" "1" 4 "S" NA
800 66 66 "TRUE" "congruent" "blue" "blue" "1" 4 "S" NA
945 66 66 "TRUE" "incongruent" "blue" "green" "1" 4 "S" NA
675 66 66 "TRUE" "incongruent" "blue" "green" "1" 4 "S" NA
608 82 82 "TRUE" "congruent" "red" "red" "1" 4 "S" NA
585 66 66 "TRUE" "congruent" "blue" "blue" "1" 4 "S" NA
631 82 82 "TRUE" "congruent" "red" "red" "1" 4 "S" NA
570 71 71 "TRUE" "incongruent" "green" "red" "1" 4 "S" NA
625 82 82 "TRUE" "incongruent" "red" "blue" "1" 4 "S" NA
440 66 66 "TRUE" "incongruent" "blue" "green" "1" 4 "S" NA
1384 71 71 "TRUE" "incongruent" "green" "red" "1" 4 "S" TRUE
501 71 71 "TRUE" "incongruent" "green" "red" "1" 4 "S" NA
602 82 82 "TRUE" "incongruent" "red" "green" "1" 4 "S" NA
603 82 82 "TRUE" "congruent" "red" "red" "1" 4 "S" NA
401 82 82 "TRUE" "congruent" "red" "red" "1" 4 "S" NA
434 82 82 "TRUE" "incongruent" "red" "blue" "1" 4 "S" NA
558 66 66 "TRUE" "congruent" "blue" "blue" "1" 4 "S" NA
401 66 66 "TRUE" "congruent" "blue" "blue" "1" 4 "S" NA
383 66 66 "TRUE" "congruent" "blue" "blue" "1" 4 "S" NA
540 82 82 "TRUE" "congruent" "red" "red" "1" 4 "S" NA
495 82 82 "TRUE" "congruent" "red" "red" "1" 4 "S" NA
547 71 71 "TRUE" "congruent" "green" "green" "1" 4 "S" NA
459 66 66 "TRUE" "congruent" "blue" "blue" "1" 4 "S" NA
985 82 82 "TRUE" "incongruent" "red" "green" "1" 4 "S" NA
1014 71 71 "TRUE" "incongruent" "green" "blue" "1" 4 "S" NA
901 66 66 "TRUE" "incongruent" "blue" "red" "1" 4 "S" NA
631 71 71 "TRUE" "incongruent" "green" "blue" "1" 4 "S" NA
524 66 66 "TRUE" "congruent" "blue" "blue" "1" 4 "S" NA
485 66 71 "FALSE" "congruent" "green" "green" "1" 4 "S" NA
1273 82 82 "TRUE" "congruent" "red" "red" "1" 4 "S" TRUE
1014 82 82 "TRUE" "incongruent" "red" "green" "1" 4 "S" NA
530 71 71 "TRUE" "congruent" "green" "green" "1" 4 "S" NA
565 82 82 "TRUE" "incongruent" "red" "blue" "1" 4 "S" NA
564 66 66 "TRUE" "incongruent" "blue" "red" "1" 4 "S" NA
474 66 82 "FALSE" "congruent" "red" "red" "1" 4 "S" NA
1104 71 71 "TRUE" "incongruent" "green" "blue" "1" 4 "S" NA
469 71 71 "TRUE" "congruent" "green" "green" "1" 4 "S" NA
705 82 82 "TRUE" "congruent" "red" "red" "1" 4 "S" NA
731 71 71 "TRUE" "congruent" "green" "green" "1" 4 "S" NA
767 66 66 "TRUE" "congruent" "blue" "blue" "1" 4 "S" NA
631 82 82 "TRUE" "incongruent" "red" "blue" "1" 4 "S" NA
789 71 71 "TRUE" "congruent" "green" "green" "1" 4 "S" NA
873 82 82 "TRUE" "incongruent" "red" "blue" "1" 4 "S" NA
565 71 71 "TRUE" "congruent" "green" "green" "1" 4 "S" NA
576 82 82 "TRUE" "congruent" "red" "red" "1" 4 "S" NA
486 82 82 "TRUE" "incongruent" "red" "blue" "1" 4 "S" NA
965 66 66 "TRUE" "incongruent" "blue" "red" "1" 4 "S" NA
496 82 82 "TRUE" "congruent" "red" "red" "1" 4 "S" NA
880 66 66 "TRUE" "incongruent" "blue" "green" "1" 4 "S" NA
603 71 71 "TRUE" "incongruent" "green" "red" "1" 4 "S" NA
717 82 82 "TRUE" "incongruent" "red" "green" "1" 4 "S" NA
610 66 71 "FALSE" "incongruent" "green" "blue" "1" 4 "S" NA
740 66 66 "TRUE" "incongruent" "blue" "green" "1" 4 "S" NA
